,dataset,fold,metrics,name,primary_metric,L2,MSE,MAE,Spearman,Pearson,cell_line
5,expression/pert_prediction_essential_regression_all,K-562.4,"{'primary_metric': 'L2', 'L2': 4.956973338422282, 'MSE': 0.004316592226095261, 'MAE': 0.044197698423070336, 'Spearman': 0.18259835590000675, 'Pearson': 0.21800794459277137}",knn_baseline_AIDO.Cell_10M_positional_(D=256),L2,4.956973338422282,0.004316592226095261,0.044197698423070336,0.18259835590000675,0.21800794459277137,K-562
5,expression/pert_prediction_essential_regression_all,K-562.1,"{'primary_metric': 'L2', 'L2': 5.044827715483175, 'MSE': 0.004471396055087347, 'MAE': 0.045035431167987444, 'Spearman': 0.18672010961635654, 'Pearson': 0.2251268657672576}",knn_baseline_AIDO.Cell_10M_positional_(D=256),L2,5.044827715483175,0.004471396055087347,0.045035431167987444,0.18672010961635654,0.2251268657672576,K-562
5,expression/pert_prediction_essential_regression_all,Jurkat.2,"{'primary_metric': 'L2', 'L2': 6.658704516636465, 'MSE': 0.00798853030115087, 'MAE': 0.060189414123049526, 'Spearman': 0.207561894820016, 'Pearson': 0.25406990251498157}",knn_baseline_AIDO.Cell_10M_positional_(D=256),L2,6.658704516636465,0.00798853030115087,0.060189414123049526,0.207561894820016,0.25406990251498157,Jurkat
5,expression/pert_prediction_essential_regression_all,Jurkat.1,"{'primary_metric': 'L2', 'L2': 6.668178725403236, 'MSE': 0.007811226705620731, 'MAE': 0.06031444064064582, 'Spearman': 0.20317520356050087, 'Pearson': 0.24899097364179595}",knn_baseline_AIDO.Cell_10M_positional_(D=256),L2,6.668178725403236,0.007811226705620731,0.06031444064064582,0.20317520356050087,0.24899097364179595,Jurkat
5,expression/pert_prediction_essential_regression_all,Jurkat.0,"{'primary_metric': 'L2', 'L2': 6.555637895380855, 'MSE': 0.007688449309186561, 'MAE': 0.05903330359863128, 'Spearman': 0.18911537848647228, 'Pearson': 0.23115082732385236}",knn_baseline_AIDO.Cell_10M_positional_(D=256),L2,6.555637895380855,0.007688449309186561,0.05903330359863128,0.18911537848647228,0.23115082732385236,Jurkat
5,expression/pert_prediction_essential_regression_all,Jurkat.3,"{'primary_metric': 'L2', 'L2': 6.460738609987363, 'MSE': 0.007154406241316268, 'MAE': 0.05790811409214173, 'Spearman': 0.20571009022266742, 'Pearson': 0.25169455884122216}",knn_baseline_AIDO.Cell_10M_positional_(D=256),L2,6.460738609987363,0.007154406241316268,0.05790811409214173,0.20571009022266742,0.25169455884122216,Jurkat
5,expression/pert_prediction_essential_regression_all,Jurkat.4,"{'primary_metric': 'L2', 'L2': 6.316587379714272, 'MSE': 0.006912675724294094, 'MAE': 0.05674005420213472, 'Spearman': 0.19478663288285467, 'Pearson': 0.23626944364036645}",knn_baseline_AIDO.Cell_10M_positional_(D=256),L2,6.316587379714272,0.006912675724294094,0.05674005420213472,0.19478663288285467,0.23626944364036645,Jurkat
5,expression/pert_prediction_essential_regression_all,Hep-G2.4,"{'primary_metric': 'L2', 'L2': 6.956662641869846, 'MSE': 0.008276318757440192, 'MAE': 0.06186784089213173, 'Spearman': 0.24082650441448414, 'Pearson': 0.3003262684076663}",knn_baseline_AIDO.Cell_10M_positional_(D=256),L2,6.956662641869846,0.008276318757440192,0.06186784089213173,0.24082650441448414,0.3003262684076663,Hep-G2
5,expression/pert_prediction_essential_regression_all,Hep-G2.0,"{'primary_metric': 'L2', 'L2': 7.095995265494103, 'MSE': 0.008574205124196555, 'MAE': 0.06362953034626109, 'Spearman': 0.22450432886155128, 'Pearson': 0.27853430030611337}",knn_baseline_AIDO.Cell_10M_positional_(D=256),L2,7.095995265494103,0.008574205124196555,0.06362953034626109,0.22450432886155128,0.27853430030611337,Hep-G2
5,expression/pert_prediction_essential_regression_all,hTERT-RPE1.3,"{'primary_metric': 'L2', 'L2': 7.57799253348427, 'MSE': 0.009646653555996644, 'MAE': 0.06470555573817495, 'Spearman': 0.38574186469900257, 'Pearson': 0.4830748551343939}",knn_baseline_AIDO.Cell_10M_positional_(D=256),L2,7.57799253348427,0.009646653555996644,0.06470555573817495,0.38574186469900257,0.4830748551343939,hTERT-RPE1
5,expression/pert_prediction_essential_regression_all,hTERT-RPE1.2,"{'primary_metric': 'L2', 'L2': 7.844106472224577, 'MSE': 0.010572825231547019, 'MAE': 0.06734300416361923, 'Spearman': 0.3860977362588566, 'Pearson': 0.4853686729154964}",knn_baseline_AIDO.Cell_10M_positional_(D=256),L2,7.844106472224577,0.010572825231547019,0.06734300416361923,0.3860977362588566,0.4853686729154964,hTERT-RPE1
5,expression/pert_prediction_essential_regression_all,Hep-G2.3,"{'primary_metric': 'L2', 'L2': 6.921640316442881, 'MSE': 0.008046079031505159, 'MAE': 0.061689827087154, 'Spearman': 0.2339513607598004, 'Pearson': 0.2929655053754819}",knn_baseline_AIDO.Cell_10M_positional_(D=256),L2,6.921640316442881,0.008046079031505159,0.061689827087154,0.2339513607598004,0.2929655053754819,Hep-G2
5,expression/pert_prediction_essential_regression_all,hTERT-RPE1.0,"{'primary_metric': 'L2', 'L2': 7.560514520682285, 'MSE': 0.009492202272311626, 'MAE': 0.06438655455140853, 'Spearman': 0.3644108461417485, 'Pearson': 0.45767430803591785}",knn_baseline_AIDO.Cell_10M_positional_(D=256),L2,7.560514520682285,0.009492202272311626,0.06438655455140853,0.3644108461417485,0.45767430803591785,hTERT-RPE1
5,expression/pert_prediction_essential_regression_all,hTERT-RPE1.1,"{'primary_metric': 'L2', 'L2': 7.772376533966108, 'MSE': 0.010221660286137864, 'MAE': 0.0664806470686139, 'Spearman': 0.39433547747355674, 'Pearson': 0.49431101872016514}",knn_baseline_AIDO.Cell_10M_positional_(D=256),L2,7.772376533966108,0.010221660286137864,0.0664806470686139,0.39433547747355674,0.49431101872016514,hTERT-RPE1
5,expression/pert_prediction_essential_regression_all,hTERT-RPE1.4,"{'primary_metric': 'L2', 'L2': 7.503501223026395, 'MSE': 0.009491716121769632, 'MAE': 0.06370285619081689, 'Spearman': 0.3761343975859357, 'Pearson': 0.4716209989717183}",knn_baseline_AIDO.Cell_10M_positional_(D=256),L2,7.503501223026395,0.009491716121769632,0.06370285619081689,0.3761343975859357,0.4716209989717183,hTERT-RPE1
5,expression/pert_prediction_essential_regression_all,Hep-G2.2,"{'primary_metric': 'L2', 'L2': 7.200820148291275, 'MSE': 0.008938969388648271, 'MAE': 0.06412962768156892, 'Spearman': 0.252246589305563, 'Pearson': 0.31549367524681926}",knn_baseline_AIDO.Cell_10M_positional_(D=256),L2,7.200820148291275,0.008938969388648271,0.06412962768156892,0.252246589305563,0.31549367524681926,Hep-G2
5,expression/pert_prediction_essential_regression_all,Hep-G2.1,"{'primary_metric': 'L2', 'L2': 7.1466040177495715, 'MSE': 0.008672147411558126, 'MAE': 0.0636750930143268, 'Spearman': 0.2419524689936959, 'Pearson': 0.30267373999842606}",knn_baseline_AIDO.Cell_10M_positional_(D=256),L2,7.1466040177495715,0.008672147411558126,0.0636750930143268,0.2419524689936959,0.30267373999842606,Hep-G2
6,expression/pert_prediction_essential_regression_all,K-562.3,"{'primary_metric': 'L2', 'L2': 5.031061953570106, 'MSE': 0.004442460008984097, 'MAE': 0.044862756167620914, 'Spearman': 0.1872922098350482, 'Pearson': 0.22478018955444065}",knn_baseline_AIDO.Cell_3M_positional_(D=128),L2,5.031061953570106,0.004442460008984097,0.044862756167620914,0.1872922098350482,0.22478018955444065,K-562
6,expression/pert_prediction_essential_regression_all,K-562.0,"{'primary_metric': 'L2', 'L2': 4.947846938568293, 'MSE': 0.004272806276014919, 'MAE': 0.04430744457438195, 'Spearman': 0.17161634742600326, 'Pearson': 0.20549969769164608}",knn_baseline_AIDO.Cell_3M_positional_(D=128),L2,4.947846938568293,0.004272806276014919,0.04430744457438195,0.17161634742600326,0.20549969769164608,K-562
6,expression/pert_prediction_essential_regression_all,K-562.1,"{'primary_metric': 'L2', 'L2': 5.038890017180873, 'MSE': 0.004440400532084448, 'MAE': 0.04497246163822636, 'Spearman': 0.19512097179305177, 'Pearson': 0.23304193939295625}",knn_baseline_AIDO.Cell_3M_positional_(D=128),L2,5.038890017180873,0.004440400532084448,0.04497246163822636,0.19512097179305177,0.23304193939295625,K-562
6,expression/pert_prediction_essential_regression_all,Jurkat.1,"{'primary_metric': 'L2', 'L2': 6.673840544046536, 'MSE': 0.0077991080063412885, 'MAE': 0.06037026064168036, 'Spearman': 0.20632322234037337, 'Pearson': 0.25174772458194605}",knn_baseline_AIDO.Cell_3M_positional_(D=128),L2,6.673840544046536,0.0077991080063412885,0.06037026064168036,0.20632322234037337,0.25174772458194605,Jurkat
